Timeframe name,From (date),To (date),Material name,Material code,Quantity,Unit,Location,Comments
January 2013,01/01/13,31/01/13,water,MF9,126561.52,ML,Voëlvlei,
February 2013,01/02/13,28/02/13,water,MF9,109975.86,ML,Voëlvlei,
March 2013,01/03/13,31/03/13,water,MF9,96282.29,ML,Voëlvlei,
April 2013,01/04/13,30/04/13,water,MF9,87579.57,ML,Voëlvlei,
May 2013,01/05/13,31/05/13,water,MF9,84583.65,ML,Voëlvlei,
June 2013,01/06/13,30/06/13,water,MF9,104463.37,ML,Voëlvlei,
July 2013,01/07/13,31/07/13,water,MF9,130076.39,ML,Voëlvlei,
August 2013,01/08/13,31/08/13,water,MF9,156047.23,ML,Voëlvlei,
September 2013,01/09/13,30/09/13,water,MF9,167011.03,ML,Voëlvlei,
October 2013,01/10/13,31/10/13,water,MF9,163367.55,ML,Voëlvlei,
November 2013,01/11/13,30/11/13,water,MF9,160726.17,ML,Voëlvlei,
December 2013,01/12/13,31/12/13,water,MF9,150799.32,ML,Voëlvlei,
January 2014,01/01/14,31/01/14,water,MF9,140960.61,ML,Voëlvlei,
February 2014,01/02/14,28/02/14,water,MF9,127298.75,ML,Voëlvlei,
March 2014,01/03/14,31/03/14,water,MF9,111900.42,ML,Voëlvlei,
April 2014,01/04/14,30/04/14,water,MF9,101957.03,ML,Voëlvlei,
May 2014,01/05/14,31/05/14,water,MF9,96723.19,ML,Voëlvlei,
June 2014,01/06/14,30/06/14,water,MF9,120313.6,ML,Voëlvlei,
July 2014,01/07/14,31/07/14,water,MF9,150440.94,ML,Voëlvlei,
August 2014,01/08/14,31/08/14,water,MF9,164432.94,ML,Voëlvlei,
September 2014,01/09/14,30/09/14,water,MF9,164553.23,ML,Voëlvlei,
October 2014,01/10/14,31/10/14,water,MF9,162867.13,ML,Voëlvlei,
November 2014,01/11/14,30/11/14,water,MF9,154739.5,ML,Voëlvlei,
December 2014,01/12/14,31/12/14,water,MF9,142308.0,ML,Voëlvlei,
January 2015,01/01/15,31/01/15,water,MF9,126108.03,ML,Voëlvlei,
February 2015,01/02/15,28/02/15,water,MF9,110296.46,ML,Voëlvlei,
March 2015,01/03/15,31/03/15,water,MF9,95258.9,ML,Voëlvlei,
April 2015,01/04/15,30/04/15,water,MF9,81112.63,ML,Voëlvlei,
May 2015,01/05/15,31/05/15,water,MF9,69797.48,ML,Voëlvlei,
June 2015,01/06/15,30/06/15,water,MF9,64594.37,ML,Voëlvlei,
July 2015,01/07/15,31/07/15,water,MF9,67978.45,ML,Voëlvlei,
August 2015,01/08/15,31/08/15,water,MF9,81048.13,ML,Voëlvlei,
September 2015,01/09/15,30/09/15,water,MF9,81330.7,ML,Voëlvlei,
October 2015,01/10/15,31/10/15,water,MF9,75868.23,ML,Voëlvlei,
November 2015,01/11/15,30/11/15,water,MF9,66360.43,ML,Voëlvlei,
December 2015,01/12/15,31/12/15,water,MF9,56094.06,ML,Voëlvlei,
January 2016,01/01/16,31/01/16,water,MF9,46290.61,ML,Voëlvlei,
February 2016,01/02/16,29/02/16,water,MF9,39387.97,ML,Voëlvlei,
March 2016,01/03/16,31/03/16,water,MF9,34507.74,ML,Voëlvlei,
April 2016,01/04/16,30/04/16,water,MF9,31854.57,ML,Voëlvlei,
